MCC,MWT Cat Mapping,sub_category,Master Category,Citi Bank Category
9330,not provided,Others,Transfer out,Government Services
9331,not provided,Others,Transfer out,Government Services
9332,not provided,Others,Transfer out,Government Services
9333,not provided,Others,Transfer out,Government Services
9334,not provided,Others,Transfer out,Government Services
9335,not provided,Others,Transfer out,Government Services
9336,not provided,Others,Transfer out,Government Services
9337,not provided,Others,Transfer out,Government Services
9338,not provided,Others,Transfer out,Government Services
9339,not provided,Others,Transfer out,Government Services
9340,not provided,Others,Transfer out,Government Services
9341,not provided,Others,Transfer out,Government Services
9342,not provided,Others,Transfer out,Government Services
9343,not provided,Others,Transfer out,Government Services
9344,not provided,Others,Transfer out,Government Services
9345,not provided,Others,Transfer out,Government Services
9346,not provided,Others,Transfer out,Government Services
9347,not provided,Others,Transfer out,Government Services
9348,not provided,Others,Transfer out,Government Services
9349,not provided,Others,Transfer out,Government Services
9350,not provided,Others,Transfer out,Government Services
9351,not provided,Others,Transfer out,Government Services
9352,not provided,Others,Transfer out,Government Services
9353,not provided,Others,Transfer out,Government Services
9354,not provided,Others,Transfer out,Government Services
9355,not provided,Others,Transfer out,Government Services
9356,not provided,Others,Transfer out,Government Services
9357,not provided,Others,Transfer out,Government Services
9358,not provided,Others,Transfer out,Government Services
9359,not provided,Others,Transfer out,Government Services
9360,not provided,Others,Transfer out,Government Services
9361,not provided,Others,Transfer out,Government Services
9362,not provided,Others,Transfer out,Government Services
9363,not provided,Others,Transfer out,Government Services
9364,not provided,Others,Transfer out,Government Services
9365,not provided,Others,Transfer out,Government Services
9366,not provided,Others,Transfer out,Government Services
9367,not provided,Others,Transfer out,Government Services
9368,not provided,Others,Transfer out,Government Services
9369,not provided,Others,Transfer out,Government Services
9370,not provided,Others,Transfer out,Government Services
9371,not provided,Others,Transfer out,Government Services
9372,not provided,Others,Transfer out,Government Services
9373,not provided,Others,Transfer out,Government Services
9374,not provided,Others,Transfer out,Government Services
9375,not provided,Others,Transfer out,Government Services
9376,not provided,Others,Transfer out,Government Services
9377,not provided,Others,Transfer out,Government Services
9378,not provided,Others,Transfer out,Government Services
9379,not provided,Others,Transfer out,Government Services
9380,not provided,Others,Transfer out,Government Services
9381,not provided,Others,Transfer out,Government Services
9382,not provided,Others,Transfer out,Government Services
9383,not provided,Others,Transfer out,Government Services
9384,not provided,Others,Transfer out,Government Services
9385,not provided,Others,Transfer out,Government Services
9386,not provided,Others,Transfer out,Government Services
9387,not provided,Others,Transfer out,Government Services
9388,not provided,Others,Transfer out,Government Services
9389,not provided,Others,Transfer out,Government Services
9390,not provided,Others,Transfer out,Government Services
9391,not provided,Others,Transfer out,Government Services
9392,not provided,Others,Transfer out,Government Services
9393,not provided,Others,Transfer out,Government Services
9394,not provided,Others,Transfer out,Government Services
9395,not provided,Others,Transfer out,Government Services
9396,not provided,Others,Transfer out,Government Services
9397,not provided,Others,Transfer out,Government Services
9398,not provided,Others,Transfer out,Government Services
9399,GOVERNMENT SERVICES (NEC) OR FIRE DEPARTMENTS,Others,Transfer out,Government Services
9400,not provided,Others,Transfer out,Government Services
9401,I-PURCHASING PILOT,Others,Transfer out,Government Services
9402,POSTAGE STAMPS,Others,Transfer out,Government Services
9403,not provided,Others,Transfer out,Government Services
9404,not provided,Others,Transfer out,Government Services
9405,INTERGOVERMENT TRANSACTIONS,Payments,Transfer out,Government Services
9406,not provided,Others,Transfer out,Government Services
9407,not provided,Others,Transfer out,Government Services
9408,not provided,Others,Transfer out,Government Services
9409,not provided,Others,Transfer out,Government Services
9410,not provided,Others,Transfer out,Government Services
9411,GOVERNMENT LOAN PAYMENTS,Payments,Loan & EMI Repayment,Government Services
9412,not provided,Others,Transfer out,Government Services
9413,not provided,Others,Transfer out,Government Services
9414,not provided,Others,Transfer out,Government Services
9415,not provided,Others,Transfer out,Government Services
9416,not provided,Others,Transfer out,Government Services
9417,not provided,Others,Transfer out,Government Services
9418,not provided,Others,Transfer out,Government Services
9419,not provided,Others,Transfer out,Government Services
